Date,Target Name,Target Industry Sector,"Target
Nation",Acquiror Name,Acquiror Industry Sector,"Acquiror
Nation","%
of
Shares
Acq.","%
Owned
After
Trans-
action","Value
of
Transaction
($mil)","Acquiror
Ticker
Symbol","Target
Ticker
Symbol","Acquiror
Datastream
Code","Target
Datastream
Code"
31.01.15,Landmark Africa-Svc Office Bus,Real Estate; Mortgage Bankers and Brokers,South Africa,Regus PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,,"REGSV
RGU",,266577,
02.02.15,Funkin Ltd,Food and Kindred Products,United Kingdom,A.G. Barr PLC,Food and Kindred Products,United Kingdom,100.00,100.0,31.563,BAG,,914023,
02.02.15,Adelaide Inspection Svcs Pty,Business Services,Australia,Intertek Group PLC,Business Services,United Kingdom,100.00,100.0,9.354,ITRK,,258092,
02.02.15,Improve International Ltd,Educational Services,United Kingdom,Benchmark Holdings PLC,Business Services,United Kingdom,100.00,100.0,9.754,BMK,,8681WQ,
03.02.15,Custom Systems Ltd,"Wood Products, Furniture, and Fixtures",United Kingdom,Versarien PLC,Business Services,United Kingdom,100.00,100.0,.312,VRS,,88877J,
03.02.15,Undisclosed Ret Warehouse,Transportation and Shipping (except air),United Kingdom,Picton Property Income Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,5.908,PCTN,,32115N,
27.02.15,avocis AG,Business Services,Switzerland,Capita PLC,Business Services,United Kingdom,100.00,100.0,240.964,"CPI
CPI
CPI
CPI
CPI
CPI",,953830,
27.02.15,GT News (Holdings) Ltd,Retail Trade-Food Stores,United Kingdom,Conviviality Retail Plc,Retail Trade-Food Stores,United Kingdom,100.00,100.0,9.106,CVR,,89589U,
04.02.15,Settled Solid Management Inc,Sanitary Services,United States,Hydro International Plc,Machinery,United Kingdom,100.00,100.0,,HYD,,135085,
04.02.15,Student Accommodation Ppty in,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Empiric Student Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,20.108,ESP,,89203A,
04.02.15,Life Coffee Cafes Ltd,Retail Trade-Eating and Drinking Places,United Kingdom,Whitbread PLC,Hotels and Casinos,United Kingdom,100.00,100.0,,WTB,,900271,
04.02.15,Rudridge Ltd,Construction Firms,United Kingdom,Travis Perkins PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,,"TPK
TVPKY",,931669,
04.02.15,SimpleStream Ltd,Radio and Television Broadcasting Stations,United Kingdom,Yolo Leisure & Technology PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,5.10,5.1,.833,YOLO,,26935W,
28.02.15,AB Civiel Beheer-Farmsum Site,Sanitary Services,Netherlands,Shanks Group PLC,Sanitary Services,United Kingdom,100.00,100.0,4.303,SKS,,981250,
05.02.15,Fordton Retail Park,Real Estate; Mortgage Bankers and Brokers,United Kingdom,LondonMetric Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,LMP,,51249M,
25.08.15,99P Stores Ltd,Retail Trade-General Merchandise and Apparel,United Kingdom,Poundland Group PLC,Retail Trade-General Merchandise and Apparel,United Kingdom,100.00,100.0,84.271,PLND,,8751RR,
25.02.15,Spikes Cavell Analytic Ltd,Business Services,United Kingdom,Xchanging PLC,Business Services,United Kingdom,100.00,100.0,17.533,XCH,,50420K,
06.02.15,BCS Design Ltd,Business Services,United Kingdom,Capita PLC,Business Services,United Kingdom,100.00,100.0,,"CPI
CPI
CPI
CPI
CPI
CPI",,953830,
11.05.15,Pearson Jones PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Standard Life PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,SL.,,36228U,
17.02.15,Riche Bright Group Ltd,"Investment & Commodity Firms,Dealers,Exchanges",Hong Kong,Alpha Returns Group Plc,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,10.00,40.0,.782,ARGP,,29918K,
09.02.15,Shaw Sheet Metal Co Ltd,Metal and Metal Products,United Kingdom,Corac Group PLC,Business Services,United Kingdom,100.00,100.0,1.218,CRA,,257575,
09.02.15,Offspark BV,Prepackaged Software,Netherlands,ARM Holdings PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,,"ARM
ARMH",,679297,
09.02.15,Natl Inspection & Consultants,Business Services,United States,JZ Capital Partners Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,10.00,"JZCP
JZCZ",,962285,
09.02.15,Environmental Evaluation Ltd,Business Services,United Kingdom,Exova Group PLC,Business Services,United Kingdom,100.00,100.0,,EXO,,8864MQ,
09.02.15,K L Plester Finl Svcs Hldg Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,AFH Financial Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,2.612,AFHP,,77312Q,
01.04.15,New Life Home Finance Ltd,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Legal & General Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,7.413,LGEN,,901518,
09.02.15,WRN Broadcast,Radio and Television Broadcasting Stations,United Kingdom,Babcock International Group,Business Services,United Kingdom,100.00,100.0,,"BAB
BCKIY",,900552,
10.02.15,National Hyperbaric Center,Electronic and Electrical Equipment,United Kingdom,James Fisher & Sons PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,6.845,FSJ,,911391,
26.03.15,GlycoVaxyn AG,Drugs,Switzerland,GlaxoSmithKline PLC,Drugs,United Kingdom,,,190.00,"GSK
GSK",,900479,
31.03.15,Fera Science Ltd,Transportation and Shipping (except air),United Kingdom,Capita PLC,Business Services,United Kingdom,75.00,75.0,30.474,"CPI
CPI
CPI
CPI
CPI
CPI",,953830,
07.04.15,Rio Tinto PLC,Mining,United Kingdom,Rio Tinto PLC,Mining,United Kingdom,.82,.8,386.50,"RIO
RIO
RIO1
RIO1
RTZ","RIO
RIO
RIO1
RIO1
RTZ",901714,901714
13.02.15,Klotz Associates Inc,Business Services,United States,RPS Group PLC,Business Services,United Kingdom,100.00,100.0,24.10,RPS,,953598,
16.02.15,Sindelantal Mexico SA de CV,Business Services,Mexico,Just Eat PLC,Miscellaneous Retail Trade,United Kingdom,100.00,100.0,,JE.,,8856H5,
13.03.15,Updown Underwriting Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Helios Underwriting PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,1.74,HUW,,50963N,
16.02.15,Mercia Fund 2 LP,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Mercia Technologies PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,80.00,80.0,5.068,MERC,,9223VC,
16.02.15,IF-JE Participacoes Ltda,Business Services,Brazil,Just Eat PLC,Miscellaneous Retail Trade,United Kingdom,5.00,30.0,,JE.,,8856H5,
12.06.15,Nameco (No 507) Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Helios Underwriting PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,1.381,HUW,,50963N,
17.02.15,CB Richard Ellis (Malaysia),Business Services,Malaysia,Savills PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,,"SVLLY
SVS",,943918,
20.02.15,Specialty Plastics,Wholesale Trade-Nondurable Goods,Australia,Essentra PLC,Rubber and Miscellaneous Plastic Products,United Kingdom,100.00,100.0,,ESNT,,31110U,
20.02.15,PET Power BV,Rubber and Miscellaneous Plastic Products,Netherlands,RPC Group PLC,Rubber and Miscellaneous Plastic Products,United Kingdom,100.00,100.0,,RPC,,319712,
23.02.15,Aspen Pumps Ltd,Machinery,United Kingdom,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,162.299,III,,960338,
23.02.15,Ashtenne Industrial Fund Trust,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Hansteen Holdings PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,4.00,40.8,16.972,HSTN,,32353T,
31.05.15,Duropack GmbH,Paper and Allied Products,Austria,DS Smith PLC,Paper and Allied Products,United Kingdom,100.00,100.0,340.097,SMDS,,910685,
23.02.15,Eugin SL,Health Services,Spain,NMC Health PLC,Health Services,United Kingdom,86.40,86.4,162.113,NMC,,87007Q,
23.02.15,Calyx Managed Services Ltd,Business Services,United Kingdom,MXC Capital PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,13.848,MXC,,28583F,
23.02.15,Quirumed SL,"Measuring, Medical, Photo Equipment; Clocks",Spain,Bunzl PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,"BNL
BNZL",,901067,
23.02.15,Jan-Mar Sales Ltd,Chemicals and Allied Products,Canada,Bunzl PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,"BNL
BNZL",,901067,
23.02.15,StoreFeeder Ltd,Business Services,United Kingdom,Postal Services Holding Co Plc,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,RMG,,,
24.02.15,mysportscomp GmbH,Retail Trade-General Merchandise and Apparel,Germany,Rapid Nutrition PLC,Food and Kindred Products,United Kingdom,,,,"RNP
RNP",,2583HW,
24.03.15,Baita Bihor Project,Mining,Romania,Vast Resources PLC,Mining,United Kingdom,12.00,80.0,1.332,VAST,,36098M,
26.02.15,Media Value SL,Business Services,Spain,Ebiquity PLC,Business Services,United Kingdom,100.00,100.0,6.72,THN,,291678,
26.02.15,Prelytix Inc,Prepackaged Software,United States,First Derivatives PLC,Prepackaged Software,United Kingdom,100.00,100.0,19.99,"FDP
FDP",,257918,
26.02.15,Santa Clara,Business Services,Brazil,M&C Saatchi PLC,Advertising Services,United Kingdom,25.00,25.0,,SAA,,28988F,
27.02.15,BIC SA-PAC Assets,Miscellaneous Manufacturing,France,Intelligent Energy Hldgs PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,12.999,IEH,,28961M,
27.02.15,Catesby Property Group plc,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Urban&Civic PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,51.144,UANC,,135282,
27.02.15,CIB Wealth Management LLP,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,AFH Financial Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,1.503,AFHP,,77312Q,
05.05.15,Talpa Media Holding NV,Radio and Television Broadcasting Stations,Netherlands,ITV PLC,Radio and Television Broadcasting Stations,United Kingdom,100.00,100.0,",1169.093",ITV,,931524,
02.03.15,First Water Ltd,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,Scapa Group PLC,Chemicals and Allied Products,United Kingdom,100.00,100.0,23.502,SCPA,,901250,
02.03.15,Luxury For Less Ltd,"Stone, Clay, Glass, and Concrete Products",United Kingdom,Wolseley PLC,Wholesale Trade-Durable Goods,United Kingdom,,,,"WOS
WOS",,900764,
02.03.15,Keylogic Ltd,Business Services,United Kingdom,Castleton Technology PLC,Business Services,United Kingdom,100.00,100.0,5.859,CTP,,275734,
02.03.15,Opus Information Technology,Business Services,United Kingdom,Castleton Technology PLC,Business Services,United Kingdom,100.00,100.0,2.313,CTP,,275734,
02.03.15,Green Triangle Buses Ltd,Transportation and Shipping (except air),United Kingdom,Rotala PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,1.382,ROL,,,
02.03.15,Legal Eye Ltd,Business Services,United Kingdom,ULS Technology Plc,Business Services,United Kingdom,100.00,100.0,6.759,ULS,,8954GX,
01.04.15,Setcom Wireless Products Ltd,"Measuring, Medical, Photo Equipment; Clocks",Malta,Anite PLC,Prepackaged Software,United Kingdom,100.00,100.0,,AIE,,917534,
02.03.15,Multiplay (UK) Ltd,Amusement and Recreation Services,United Kingdom,Game Digital PLC,Miscellaneous Retail Trade,United Kingdom,100.00,100.0,30.722,GMD,,8909LR,
02.03.15,Surrey Quays Leisure Park,Amusement and Recreation Services,United Kingdom,The British Land Co PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,207.374,BLND,,901587,
02.03.15,S. MacNeillie & Son Ltd,Transportation Equipment,United Kingdom,Babcock International Group,Business Services,United Kingdom,100.00,100.0,,"BAB
BCKIY",,900552,
24.03.15,Harworth Estates Ppty Grp Ltd,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Coalfield Resources Plc,Mining,United Kingdom,75.10,100.0,209.61,CRES,,319714,
03.03.15,Eurociencia Colombia SA,Wholesale Trade-Durable Goods,Colombia,Smith & Nephew PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,,"SN
SNN",,900487,
03.03.15,SA Gas Engineers Ltd,Business Services,United Kingdom,Energy Assets Group Plc,Business Services,United Kingdom,100.00,100.0,5.222,EAS,,86983N,
03.03.15,Subtech Group Holdings (Pty),Business Services,South Africa,James Fisher & Sons PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,20.083,FSJ,,911391,
16.04.15,Ikaria Inc,Drugs,United States,Mallinckrodt Plc,Drugs,United Kingdom,100.00,100.0,",2300.00",MNK,,2673MT,
05.03.15,Billington Bioenergy Ltd,Wholesale Trade-Durable Goods,United Kingdom,Drax Group PLC,"Electric, Gas, and Water Distribution",United Kingdom,100.00,100.0,,"DRX
DRXGY",,32545E,
27.03.15,Northern Investors Co PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Northern Investors Co PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,56.02,56.0,28.78,NRS,NRS,901605,901605
06.03.15,Gloucester Retail Park,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Picton Property Income Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,22.343,PCTN,,32115N,
06.03.15,West Nile Delta Concession,Oil and Gas; Petroleum Refining,Egypt,BP PLC,Oil and Gas; Petroleum Refining,United Kingdom,65.00,65.0,,"BP
BP
BPE",,900995,
06.03.15,Sigma Seven Ltd,Business Services,United Kingdom,Capita PLC,Business Services,United Kingdom,100.00,100.0,,"CPI
CPI
CPI
CPI
CPI
CPI",,953830,
07.03.15,Gutters & Ladders (1968) Ltd,Wholesale Trade-Durable Goods,United Kingdom,SIG PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,5.262,SHI,,946054,
09.03.15,Barker Poland Asset Management,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Walker Crips Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,5.908,WCW,,882202,
09.03.15,Callista Software Svcs Pty Ltd,Business Services,Australia,Tribal Group PLC,Prepackaged Software,United Kingdom,100.00,100.0,2.772,TRB,,255285,
09.03.15,Student Accommodation Ppty in,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Empiric Student Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,18.03,ESP,,89203A,
09.03.15,Horse Hill Developments Ltd,Oil and Gas; Petroleum Refining,United Kingdom,UK Oil & Gas Investments PLC,Oil and Gas; Petroleum Refining,United Kingdom,8.00,28.0,.872,UKOG,,30341F,
08.04.15,Horse Hill Developments Ltd,Oil and Gas; Petroleum Refining,United Kingdom,Alba Mineral Resources PLC,Mining,United Kingdom,5.00,10.0,.446,ALBA,,30709U,
30.04.15,Afren PLC,Oil and Gas; Petroleum Refining,United Kingdom,Afren PLC,Oil and Gas; Petroleum Refining,United Kingdom,,,,AFR,AFR,30398Q,30398Q
13.03.15,Rutin AG,Chemicals and Allied Products,Switzerland,Diploma PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,32.743,"DPLM
DPMAY",,910264,
16.03.15,Solstice Mobile,Prepackaged Software,United States,St Ives PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,,SIV,,931202,
16.03.15,Thirtythree Ltd,Advertising Services,United Kingdom,Capita PLC,Business Services,United Kingdom,100.00,100.0,,"CPI
CPI
CPI
CPI
CPI
CPI",,953830,
17.03.15,Solstice Consulting LLC,Business Services,United States,St Ives PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,36.406,SIV,,931202,
19.03.15,Elite Sports Ppty Hldgs Ltd,Business Services,Australia,TLA Worldwide PLC,Amusement and Recreation Services,United Kingdom,100.00,100.0,19.392,TLA,,86528P,
19.03.15,Eradico Services Inc,Business Services,United States,Rentokil Initial PLC,Sanitary Services,United Kingdom,100.00,100.0,,RTO,,906480,
19.03.15,Sagrip SA,Business Services,Guatemala,Rentokil Initial PLC,Sanitary Services,United Kingdom,100.00,100.0,,RTO,,906480,
21.04.15,Private Equity Investor PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Private Equity Investor PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,18.63,18.6,9.525,PEQ,PEQ,963185,963185
01.09.15,SEB Asset Management AG,Insurance,Germany,Savills PLC,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,23.334,"SVLLY
SVS",,943918,
20.03.15,Tesco Aqua LP,Retail Trade-Food Stores,United Kingdom,Tesco PLC,Retail Trade-Food Stores,United Kingdom,50.00,100.0,,"TSCDY
TSCO",,900803,
30.04.15,Accumuli PLC,Business Services,United Kingdom,NCC Group PLC,Business Services,United Kingdom,100.00,100.0,77.702,NCC,ACM,29156C,32864D
08.04.15,ERCL Ltd,Oil and Gas; Petroleum Refining,United Kingdom,Getech Group PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,6.351,GTC,,31739R,
24.03.15,ActivateClients Ltd,Prepackaged Software,Ireland-Rep,First Derivatives PLC,Prepackaged Software,United Kingdom,100.00,100.0,7.134,"FDP
FDP",,257918,
26.03.15,Impetus Automotive Ltd,Business Services,United Kingdom,Volvere PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,1.929,VLE,,26632T,
27.03.15,Astley Facades Ltd,"Stone, Clay, Glass, and Concrete Products",United Kingdom,Entu (UK) Plc,Metal and Metal Products,United Kingdom,100.00,100.0,.297,ENTU,,9168J5,
27.03.15,ESE Direct Ltd,Transportation and Shipping (except air),United Kingdom,HC Slingsby PLC,Machinery,United Kingdom,100.00,100.0,5.801,SLNB,,910681,
28.03.15,Aberdeen SVG Pte Eq Managers,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Aberdeen Asset Management PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,49.90,100.0,43.138,ADN,,506391,
30.03.15,GT Biologics Ltd,Drugs,United Kingdom,4d Pharma PLC,Drugs,United Kingdom,16.50,100.0,,DDDD,,8739KU,
30.04.15,Loparex BV,Paper and Allied Products,Netherlands,Intermediate Capital Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,,ICP,,135592,
30.03.15,RTI Global Inc,Prepackaged Software,United States,Global Graphics Software Ltd,Prepackaged Software,United Kingdom,100.00,100.0,.27,"GLGR
GLOG",,258988,
30.03.15,Student Accommodation Ppty,Real Estate; Mortgage Bankers and Brokers,United Kingdom,Empiric Student Property PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,10.568,ESP,,89203A,
30.03.15,RIPMall Technologies Inc,Prepackaged Software,United States,Global Graphics Software Ltd,Prepackaged Software,United Kingdom,100.00,100.0,,"GLGR
GLOG",,258988,
31.03.15,Soccer Manager Ltd,Prepackaged Software,United Kingdom,Mercia Technologies PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,1.482,MERC,,9223VC,
31.03.15,L&S Dristibution V Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Tritax Big Box REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,BBOX,,93789N,
01.04.15,Undisclosed Industrial Unit,Transportation and Shipping (except air),United Kingdom,Custodian REIT PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,6.375,CREI,,8838DK,
01.04.15,Affinity Systems Ltd,Prepackaged Software,Canada,First Derivatives PLC,Prepackaged Software,United Kingdom,100.00,100.0,5.523,"FDP
FDP",,257918,
